sentence_text_en,target_keyword,target_phoneme,question_text_en,correct_answer_en,acoustic_foil_en,semantic_foil_en,scenario,difficulty,source_row_id,source_language,target_language,translation_status,sentence_text_es,question_text_es,correct_answer_es,acoustic_foil_es,semantic_foil_es
The registration deadline is Friday.,Registration,/r/,What is Friday?,Registration,Rage station,Deadline,Education,3,453,en,es,machine_translated,La fecha límite de inscripción es el viernes.,¿Qué es el viernes?,Registro,estación de ira,Fecha límite
The curriculum was recently updated.,Curriculum,/k/,What was updated?,Curriculum,Particular,Program,Education,3,454,en,es,machine_translated,El plan de estudios fue actualizado recientemente.,¿Qué se actualizó?,Plan de estudios,Particular,Programa
The tutor helped with math problems.,Tutor,/t/,Who helped?,Tutor,Tudor,Helper,Education,2,455,en,es,machine_translated,El tutor ayudó con los problemas de matemáticas.,¿Quién ayudó?,Tutor,Tudor,Ayudante
The dormitory is across campus.,Dormitory,/d/,Where is it?,Dormitory,Laboratory,Building,Education,3,456,en,es,machine_translated,El dormitorio está al otro lado del campus.,¿Dónde está?,Dormitorio,Laboratorio,Edificio
The syllabus outlines the course.,Syllabus,/s/,What outlines the course?,Syllabus,Silliest,Document,Education,3,457,en,es,machine_translated,El programa de estudios describe el curso.,¿Qué describe el curso?,Programa de estudios,más tonto,Documento
The graduate ceremony is Saturday.,Graduate,/gr/,What is Saturday?,Graduate,Gradual,Ceremony,Education,2,458,en,es,machine_translated,La ceremonia de graduación es el sábado.,¿Qué es el sábado?,Graduado,Gradual,Ceremonia
The campus tour starts at ten.,Campus,/k/,What starts at ten?,Campus,Camp us,Tour,Education,2,459,en,es,machine_translated,El recorrido por el campus comienza a las diez.,¿Qué empieza a las diez?,Campus,Acampanos,Recorrido
The finals week is very stressful.,Finals,/f/,What is stressful?,Finals,Finds,Week,Education,2,460,en,es,machine_translated,La semana de finales es muy estresante.,¿Qué es estresante?,finales,encuentra,Semana
The attendance policy is strict.,Attendance,/ɑ/,What is strict?,Attendance,Attendants,Policy,Education,2,461,en,es,machine_translated,La política de asistencia es estricta.,¿Qué es estricto?,Asistencia,Asistentes,Política
The prerequisite course is required.,Prerequisite,/pr/,What is required?,Prerequisite,Per requisite,Course,Education,3,462,en,es,machine_translated,Se requiere el curso de prerrequisito.,¿Qué se requiere?,Requisito previo,Por requisito,Curso
The academic advisor is helpful.,Advisor,/ɑ/,Who is helpful?,Advisor,Add visor,Counselor,Education,2,463,en,es,machine_translated,El asesor académico es útil.,¿Quién es útil?,Tutor,Añadir visera,Consejero
The recipe calls for two eggs.,Recipe,/r/,What calls for eggs?,Recipe,Receive,Instructions,Cooking,2,464,en,es,machine_translated,La receta lleva dos huevos.,¿Qué requiere huevos?,Receta,Recibir,Instrucciones
The oven should preheat first.,Preheat,/pr/,What should the oven do?,Preheat,Pre heat,Warm up,Cooking,2,465,en,es,machine_translated,El horno debe precalentarse primero.,¿Qué debe hacer el horno?,Precalentar,Precalentar,Calentamiento
The ingredients are on the counter.,Ingredients,/ɪ/,What is on the counter?,Ingredients,Agreements,Items,Cooking,2,466,en,es,machine_translated,Los ingredientes están en el mostrador.,¿Qué hay en el mostrador?,Ingredientes,Acuerdos,Elementos
The butter needs to be softened.,Butter,/b/,What needs softening?,Butter,Butter,Margarine,Cooking,1,467,en,es,machine_translated,Es necesario ablandar la mantequilla.,¿Qué necesita ser suavizado?,Manteca,Manteca,Margarina
The cake needs twenty more minutes.,Cake,/k/,What needs more time?,Cake,Lake,Dessert,Cooking,1,468,en,es,machine_translated,El bizcocho necesita veinte minutos más.,¿Qué necesita más tiempo?,Pastel,Lago,Postre
The vegetables should be chopped finely.,Vegetables,/v/,What should be chopped?,Vegetables,Vegetable,Produce,Cooking,2,469,en,es,machine_translated,Las verduras se deben picar finamente.,¿Qué se debe picar?,Verduras,Verdura,Producir
The sauce is simmering on low.,Simmering,/s/,What is the sauce doing?,Simmering,Shimmering,Cooking,Cooking,2,470,en,es,machine_translated,La salsa hierve a fuego lento.,¿Qué hace la salsa?,hirviendo a fuego lento,Reluciente,Cocinando
The pan needs more oil.,Pan,/p/,What needs oil?,Pan,Can,Cookware,Cooking,1,471,en,es,machine_translated,La sartén necesita más aceite.,¿Qué necesita petróleo?,Cacerola,Poder,utensilios de cocina
The dough should rise for an hour.,Dough,/d/,What should rise?,Dough,Doe,Mixture,Cooking,2,472,en,es,machine_translated,La masa debe crecer durante una hora.,¿Qué debería subir?,Masa,Gama,Mezcla
The thermometer reads three fifty.,Thermometer,/θ/,What reads the temperature?,Thermometer,Barometer,Device,Cooking,3,473,en,es,machine_translated,El termómetro marca tres cincuenta.,¿Qué lee la temperatura?,Termómetro,Barómetro,Dispositivo
The mixture needs more flour.,Flour,/fl/,What needs more?,Flour,Flower,Ingredient,Cooking,2,474,en,es,machine_translated,La mezcla necesita más harina.,¿Qué necesita más?,Harina,Flor,Ingrediente
The soup is almost ready.,Soup,/s/,What is almost ready?,Soup,Scoop,Dish,Cooking,1,475,en,es,machine_translated,La sopa está casi lista.,¿Qué está casi listo?,Sopa,Cuchara,Plato
The grill should be cleaned first.,Grill,/gr/,What should be cleaned?,Grill,Frill,Appliance,Cooking,2,476,en,es,machine_translated,Primero se debe limpiar la parrilla.,¿Qué se debe limpiar?,Parrilla,Lechuguilla,Aparato
The seasoning makes a big difference.,Seasoning,/s/,What makes a difference?,Seasoning,Reasoning,Spice,Cooking,2,477,en,es,machine_translated,El condimento hace una gran diferencia.,¿Qué marca la diferencia?,Condimento,Razonamiento,Condimentar
The marinade needs overnight.,Marinade,/m/,What needs overnight?,Marinade,Marine,Sauce,Cooking,3,478,en,es,machine_translated,La marinada necesita toda la noche.,¿Qué necesita pasar la noche?,Escabeche,Marina,Salsa
The timer just went off.,Timer,/t/,What went off?,Timer,Rhymer,Device,Cooking,1,479,en,es,machine_translated,El cronómetro acaba de sonar.,¿Qué pasó?,Minutero,Rimador,Dispositivo
The roast is in the slow cooker.,Roast,/r/,Where is the roast?,Roast,Toast,Meat,Cooking,2,480,en,es,machine_translated,El asado está en la olla de cocción lenta.,¿Dónde está el asado?,Asar,Tostada,Carne
The blender is very powerful.,Blender,/b/,What is powerful?,Blender,Lender,Appliance,Cooking,2,481,en,es,machine_translated,La licuadora es muy poderosa.,¿Qué es poderoso?,Licuadora,Prestador,Aparato
The frosting should be spreadable.,Frosting,/fr/,What should be spreadable?,Frosting,Costing,Icing,Cooking,2,482,en,es,machine_translated,El glaseado debe poder untarse.,¿Qué debería ser untable?,Frío,Costo,Formación de hielo
The leftovers go in the refrigerator.,Leftovers,/l/,Where do leftovers go?,Leftovers,Left overs,Fridge,Cooking,2,483,en,es,machine_translated,Las sobras van al frigorífico.,¿A dónde van las sobras?,Sobras,sobras,Refrigerador
The mechanic checked the brakes.,Brakes,/br/,What did the mechanic check?,Brakes,Breaks,Parts,Automotive,2,484,en,es,machine_translated,El mecánico revisó los frenos.,¿Qué revisó el mecánico?,Frenos,Descansos,Regiones
The engine needs new oil.,Engine,/ɛ/,What needs oil?,Engine,Penguin,Motor,Automotive,2,485,en,es,machine_translated,El motor necesita aceite nuevo.,¿Qué necesita petróleo?,Motor,Pingüino,Motor
The tire pressure is too low.,Pressure,/pr/,What is too low?,Pressure,Treasure,Air,Automotive,2,486,en,es,machine_translated,La presión de los neumáticos es demasiado baja.,¿Qué es demasiado bajo?,Presión,Tesoro,Aire
The windshield has a small crack.,Windshield,/w/,What has a crack?,Windshield,Wind shield,Glass,Automotive,2,487,en,es,machine_translated,El parabrisas tiene una pequeña grieta.,¿Qué tiene una grieta?,Parabrisas,Escudo de viento,Vaso
The headlights need replacing.,Headlights,/h/,What needs replacing?,Headlights,Headlines,Lights,Automotive,2,488,en,es,machine_translated,Es necesario cambiar los faros.,¿Qué necesita ser reemplazado?,faros,Titulares,Luces
The transmission is making a noise.,Transmission,/tr/,What is making noise?,Transmission,Admission,Part,Automotive,3,489,en,es,machine_translated,La transmisión hace ruido.,¿Qué está haciendo ruido?,Transmisión,Admisión,Parte
The alignment was adjusted yesterday.,Alignment,/ɑ/,What was adjusted?,Alignment,Assignment,Service,Automotive,3,490,en,es,machine_translated,La alineación fue ajustada ayer.,¿Qué se ajustó?,Alineación,Asignación,Servicio
The mileage on this car is low.,Mileage,/m/,What is low?,Mileage,Mile age,Distance,Automotive,2,491,en,es,machine_translated,El kilometraje de este coche es bajo.,¿Qué es bajo?,Kilometraje,Edad de la milla,Distancia
The warranty covers major repairs.,Warranty,/w/,What covers repairs?,Warranty,Guarantee,Protection,Automotive,2,492,en,es,machine_translated,La garantía cubre reparaciones mayores.,¿Qué cubre las reparaciones?,Garantía,Garantizar,Protección
The inspection expires next month.,Inspection,/ɪ/,What expires?,Inspection,Selection,Sticker,Automotive,2,493,en,es,machine_translated,La inspección expira el próximo mes.,¿Qué caduca?,Inspección,Selección,Etiqueta engomada
The radiator needs coolant.,Radiator,/r/,What needs coolant?,Radiator,Gladiator,Part,Automotive,3,494,en,es,machine_translated,El radiador necesita refrigerante.,¿Qué necesita refrigerante?,Radiador,Gladiador,Parte
The exhaust system is leaking.,Exhaust,/ɛ/,What is leaking?,Exhaust,Exalted,System,Automotive,3,495,en,es,machine_translated,El sistema de escape tiene fugas.,¿Qué está goteando?,Escape,Exaltado,Sistema
The interior needs a deep cleaning.,Interior,/ɪ/,What needs cleaning?,Interior,Exterior,Inside,Automotive,2,496,en,es,machine_translated,El interior necesita una limpieza profunda.,¿Qué necesita limpieza?,Interior,Exterior,Adentro
The spark plugs should be changed.,Spark,/sp/,What should be changed?,Spark,Park,Parts,Automotive,2,497,en,es,machine_translated,Habría que cambiar las bujías.,¿Qué debería cambiarse?,Chispa,Parque,Regiones
The fuel tank is nearly empty.,Tank,/t/,What is nearly empty?,Tank,Thank,Container,Automotive,1,498,en,es,machine_translated,El tanque de combustible está casi vacío.,¿Qué está casi vacío?,Tanque,Agradecer,Recipiente
The steering wheel vibrates slightly.,Steering,/st/,What vibrates?,Steering,Staring,Wheel,Automotive,2,499,en,es,machine_translated,El volante vibra ligeramente.,¿Qué vibra?,Gobierno,Mirando fijamente,Rueda
The dashboard warning light came on.,Dashboard,/d/,What light came on?,Dashboard,Dash board,Display,Automotive,2,500,en,es,machine_translated,Se encendió el testigo del tablero.,¿Qué luz se encendió?,Panel,Panel,Mostrar
The suspension needs repair work.,Suspension,/s/,What needs repair?,Suspension,Suspicion,Parts,Automotive,3,501,en,es,machine_translated,La suspensión necesita trabajos de reparación.,¿Qué necesita reparación?,Suspensión,Sospecha,Regiones
The convertible top is stuck.,Convertible,/k/,What is stuck?,Convertible,Invert able,Top,Automotive,3,502,en,es,machine_translated,La capota del descapotable está atascada.,¿Qué está atascado?,Convertible,capaz de invertir,Arriba
The antifreeze level is low.,Antifreeze,/æ/,What is low?,Antifreeze,Anti freeze,Fluid,Automotive,3,503,en,es,machine_translated,El nivel de anticongelante es bajo.,¿Qué es bajo?,Anticongelante,Anticongelante,Líquido
The sunset paints the sky orange.,Paints,/p/,What does the sunset do?,Paints,Faint,Colors,Nature,2,504,en,es,machine_translated,El atardecer tiñe el cielo de naranja.,¿Qué hace el atardecer?,pinturas,Débil,Bandera
The waterfall creates a mist.,Waterfall,/w/,What creates mist?,Waterfall,Water fall,Feature,Nature,2,505,en,es,machine_translated,La cascada crea una niebla.,¿Qué crea la niebla?,Cascada,Cascada,Característica
The mountains are covered in snow.,Mountains,/m/,What is covered in snow?,Mountains,Fountains,Peaks,Nature,2,506,en,es,machine_translated,Las montañas están cubiertas de nieve.,¿Qué está cubierto de nieve?,Montañas,fuentes,Picos
The river flows to the ocean.,River,/r/,Where does the river flow?,River,Liver,Water,Nature,1,507,en,es,machine_translated,El río desemboca en el océano.,¿Dónde fluye el río?,Río,Hígado,Agua
The forest is home to many animals.,Forest,/f/,What is home to animals?,Forest,Florist,Woods,Nature,2,508,en,es,machine_translated,El bosque es el hogar de muchos animales.,¿Cuál es el hogar de los animales?,Bosque,Florista,Bosque
The valley is green and lush.,Valley,/v/,What is green?,Valley,Alley,Area,Nature,2,509,en,es,machine_translated,El valle es verde y exuberante.,¿Qué es el verde?,Valle,Callejón,Área
The meadow is full of wildflowers.,Meadow,/m/,What is full of wildflowers?,Meadow,Shadow,Field,Nature,2,510,en,es,machine_translated,El prado está lleno de flores silvestres.,¿Qué está lleno de flores silvestres?,Prado,Sombra,Campo
The canyon walls are steep.,Canyon,/k/,What has steep walls?,Canyon,Cannon,Gorge,Nature,2,511,en,es,machine_translated,Las paredes del cañón son empinadas.,¿Qué tiene paredes empinadas?,Cañón,Cañón,Garganta
The glacier moves very slowly.,Glacier,/gl/,What moves slowly?,Glacier,Glazier,Ice,Nature,3,512,en,es,machine_translated,El glaciar se mueve muy lentamente.,¿Qué se mueve lentamente?,Glaciar,Vidriero,Hielo
The desert gets very cold at night.,Desert,/d/,What gets cold?,Desert,Dessert,Land,Nature,2,513,en,es,machine_translated,El desierto hace mucho frío por la noche.,¿Qué se enfría?,Desierto,Postre,Tierra
The reef is teeming with fish.,Reef,/r/,What is teeming with fish?,Reef,Leaf,Coral,Nature,2,514,en,es,machine_translated,El arrecife está repleto de peces.,¿Qué está lleno de peces?,Arrecife,Hoja,Coral
The volcano last erupted decades ago.,Volcano,/v/,What erupted?,Volcano,Vulcano,Mountain,Nature,3,515,en,es,machine_translated,El volcán entró en erupción por última vez hace décadas.,¿Qué estalló?,Volcán,volcán,Montaña
The coast stretches for miles.,Coast,/k/,What stretches for miles?,Coast,Toast,Shore,Nature,2,516,en,es,machine_translated,La costa se extiende por millas.,¿Qué se extiende por millas?,Costa,Tostada,Costa
The island is only accessible by boat.,Island,/ɑɪ/,How is it accessible?,Island,Ireland,Land,Nature,2,517,en,es,machine_translated,Sólo se puede acceder a la isla en barco.,¿Cómo es accesible?,Isla,Irlanda,Tierra
The swamp is full of wildlife.,Swamp,/sw/,What is full of wildlife?,Swamp,Stamp,Wetland,Nature,2,518,en,es,machine_translated,El pantano está lleno de vida salvaje.,¿Qué está lleno de vida salvaje?,Pantano,Estampilla,Humedal
The prairie extends to the horizon.,Prairie,/pr/,What extends to the horizon?,Prairie,Parry,Grassland,Nature,3,519,en,es,machine_translated,La pradera se extiende hasta el horizonte.,¿Qué se extiende hasta el horizonte?,Pradera,Parar,Pradera
The lagoon is perfect for swimming.,Lagoon,/l/,What is perfect for swimming?,Lagoon,Balloon,Water,Nature,2,520,en,es,machine_translated,La laguna es perfecta para nadar.,¿Qué es perfecto para nadar?,Laguna,Globo,Agua
The geyser erupts every hour.,Geyser,/g/,What erupts every hour?,Geyser,Geezer,Feature,Nature,3,521,en,es,machine_translated,El géiser entra en erupción cada hora.,¿Qué estalla cada hora?,Géiser,Vejestorio,Característica
