word_1,word_2,contrast_category,phoneme_1_ipa,phoneme_2_ipa,contrast_position
"Biting","Biding","Consonant Voicing","/t/","/d/","Medial"
"Writing","Riding","Consonant Voicing","/t/","/d/","Medial"
"Fitted","Fidded","Consonant Voicing","/t/","/d/","Medial"
"Hated","Haded","Consonant Voicing","/t/","/d/","Medial"
"Kitten","Kidden","Consonant Voicing","/t/","/d/","Medial"
"Fussy","Fuzzy","Consonant Voicing","/s/","/z/","Medial"
"Racer","Razer","Consonant Voicing","/s/","/z/","Medial"
"Lacy","Lazy","Consonant Voicing","/s/","/z/","Medial"
"Buses","Buzzes","Consonant Voicing","/s/","/z/","Medial"
"Ether","Either","Consonant Voicing","/θ/","/ð/","Medial"
"Riches","Ridges","Consonant Voicing","/tʃ/","/dʒ/","Medial"
"Matcher","Major","Consonant Voicing","/tʃ/","/dʒ/","Medial"
"Fetching","Fledging","Consonant Voicing","/tʃ/","/dʒ/","Medial"
"Vision","Fission","Consonant Manner of Articulation","/ʒ/","/ʃ/","Medial"
"Measure","Mesher","Consonant Manner of Articulation","/ʒ/","/ʃ/","Medial"
"Pleasure","Pressure","Consonant Manner of Articulation","/ʒ/","/ʃ/","Medial"
"Follow","Borrow","Consonant Manner of Articulation","/f/","/b/","Medial"
"Tummy","Gummy","Consonant Voicing","/t/","/g/","Medial"
"Silly","Chilly","Consonant Manner of Articulation","/s/","/tʃ/","Medial"
"Barrow","Narrow","Consonant Manner of Articulation","/b/","/n/","Medial"
"Merry","Berry","Consonant Manner of Articulation","/m/","/b/","Medial"
"Risen","Ridden","Consonant Manner of Articulation","/z/","/d/","Medial"
"Prison","Prism","Consonant Manner of Articulation","/z/","/m/","Medial"
"Picket","Ticket","Consonant Place of Articulation","/p/","/t/","Medial"
"Foggy","Doggy","Consonant Place of Articulation","/f/","/d/","Medial"
"Cuddle","Muddle","Consonant Manner of Articulation","/k/","/m/","Medial"
"Getter","Better","Consonant Voicing","/g/","/b/","Medial"
"Niggle","Nibble","Consonant Voicing","/g/","/b/","Medial"
"Wager","Waiter","Consonant Manner of Articulation","/dʒ/","/t/","Medial"
"Raging","Raving","Consonant Manner of Articulation","/dʒ/","/v/","Medial"
"Pigeon","Pillion","Consonant Manner of Articulation","/dʒ/","/l/","Medial"
"Bulge","Bulk","Final Consonant Discrimination","/dʒ/","/k/","Final"
"Badge","Bad","Final Consonant Discrimination","/dʒ/","/d/","Final"
"Rage","Raid","Final Consonant Discrimination","/dʒ/","/d/","Final"
"Ridge","Rid","Final Consonant Discrimination","/dʒ/","/d/","Final"
"Judge","Jud","Final Consonant Discrimination","/dʒ/","/d/","Final"
"Dodge","Dog","Final Consonant Discrimination","/dʒ/","/g/","Final"
"Knave","Name","Final Consonant Discrimination","/v/","/m/","Final"
"Give","Glim","Final Consonant Discrimination","/v/","/m/","Final"
"Have","Ham","Final Consonant Discrimination","/v/","/m/","Final"
"Love","Lump","Final Consonant Discrimination","/v/","/p/","Final"
"Live","Lid","Final Consonant Discrimination","/v/","/d/","Final"
"Save","Sate","Final Consonant Discrimination","/v/","/t/","Final"
"Leave","Lean","Final Consonant Discrimination","/v/","/n/","Final"
"Strive","Strike","Final Consonant Discrimination","/v/","/k/","Final"
"Brave","Break","Final Consonant Discrimination","/v/","/k/","Final"
"Loathe","Loaf","Final Consonant Discrimination","/ð/","/f/","Final"
"Bathe","Bait","Final Consonant Discrimination","/ð/","/t/","Final"
"Soothe","Soon","Final Consonant Discrimination","/ð/","/n/","Final"
"Clothe","Close","Final Consonant Discrimination","/ð/","/z/","Final"
"Math","Man","Final Consonant Discrimination","/θ/","/n/","Final"
"Path","Pad","Final Consonant Discrimination","/θ/","/d/","Final"
"Faith","Fade","Final Consonant Discrimination","/θ/","/d/","Final"
"Ruth","Root","Final Consonant Discrimination","/θ/","/t/","Final"
"Mouth","Mouse","Final Consonant Discrimination","/θ/","/s/","Final"
"Death","Debt","Final Consonant Discrimination","/θ/","/t/","Final"
"Bath","Back","Final Consonant Discrimination","/θ/","/k/","Final"
"Worth","Word","Final Consonant Discrimination","/θ/","/d/","Final"
"Oath","Oat","Final Consonant Discrimination","/θ/","/t/","Final"
"Ring","Rim","Final Consonant Discrimination","/ŋ/","/m/","Final"
"Sing","Sin","Final Consonant Discrimination","/ŋ/","/n/","Final"
"Bang","Ban","Final Consonant Discrimination","/ŋ/","/n/","Final"
"Hang","Ham","Final Consonant Discrimination","/ŋ/","/m/","Final"
"Long","Lawn","Final Consonant Discrimination","/ŋ/","/n/","Final"
"Song","Sod","Final Consonant Discrimination","/ŋ/","/d/","Final"
"Thing","Thick","Final Consonant Discrimination","/ŋ/","/k/","Final"
"Rang","Rate","Final Consonant Discrimination","/ŋ/","/t/","Final"
"Lung","Love","Final Consonant Discrimination","/ŋ/","/v/","Final"
"King","Kid","Final Consonant Discrimination","/ŋ/","/d/","Final"
"Lash","Lad","Final Consonant Discrimination","/ʃ/","/d/","Final"
"Wish","Wiz","Final Consonant Discrimination","/ʃ/","/z/","Final"
"Mesh","Mess","Consonant Place of Articulation","/ʃ/","/s/","Final"
"Rush","Rough","Final Consonant Discrimination","/ʃ/","/f/","Final"
"Cash","Cat","Final Consonant Discrimination","/ʃ/","/t/","Final"
"Gash","Gap","Final Consonant Discrimination","/ʃ/","/p/","Final"
"Fish","Fit","Final Consonant Discrimination","/ʃ/","/t/","Final"
"Raze","Rage","Final Consonant Discrimination","/z/","/dʒ/","Final"
"Fuse","Food","Final Consonant Discrimination","/z/","/d/","Final"
"Haze","Hate","Final Consonant Discrimination","/z/","/t/","Final"
"Lose","Loot","Final Consonant Discrimination","/z/","/t/","Final"
"Buzz","Bud","Final Consonant Discrimination","/z/","/d/","Final"
"Whizz","Whit","Final Consonant Discrimination","/z/","/t/","Final"
"Was","Wash","Final Consonant Discrimination","/z/","/ʃ/","Final"
"Seize","Seed","Final Consonant Discrimination","/z/","/d/","Final"
"His","Hit","Final Consonant Discrimination","/z/","/t/","Final"
"Daze","Date","Final Consonant Discrimination","/z/","/t/","Final"
"Kite","Kind","Final Consonant Discrimination","/t/","/d/","Final"
"Bait","Bake","Final Consonant Discrimination","/t/","/k/","Final"
"Set","Sec","Final Consonant Discrimination","/t/","/k/","Final"
"Hit","Hick","Final Consonant Discrimination","/t/","/k/","Final"
"Cat","Cab","Final Consonant Discrimination","/t/","/b/","Final"
"Butt","Bus","Final Consonant Discrimination","/t/","/s/","Final"
"Wet","Wess","Final Consonant Discrimination","/t/","/s/","Final"
"White","Wise","Final Consonant Discrimination","/t/","/z/","Final"
"Caught","Cough","Final Consonant Discrimination","/t/","/f/","Final"
"Bite","Bike","Final Consonant Discrimination","/t/","/k/","Final"
"Sight","Sigh","Final Consonant Discrimination","/t/","/h/","Final"
"Meet","Meal","Final Consonant Discrimination","/t/","/l/","Final"
"Wait","Wage","Final Consonant Discrimination","/t/","/dʒ/","Final"
"Late","Lace","Final Consonant Discrimination","/t/","/s/","Final"
"Bet","Bedge","Final Consonant Discrimination","/t/","/dʒ/","Final"
"Sit","Sill","Final Consonant Discrimination","/t/","/l/","Final"
"Rate","Raise","Final Consonant Discrimination","/t/","/z/","Final"
"Loot","Loom","Final Consonant Discrimination","/t/","/m/","Final"
"Boot","Boom","Final Consonant Discrimination","/t/","/m/","Final"
"Neat","Kneel","Final Consonant Discrimination","/t/","/l/","Final"
"Fought","Fall","Final Consonant Discrimination","/t/","/l/","Final"
"Sought","Saul","Final Consonant Discrimination","/t/","/l/","Final"
"Debt","Deaf","Final Consonant Discrimination","/t/","/f/","Final"
"Pit","Pill","Final Consonant Discrimination","/t/","/l/","Final"
"Fist","Fast","Vowel Place/Fronting","/ɪ/","/æ/","Medial"
"Lick","Lack","Vowel Place/Fronting","/ɪ/","/æ/","Medial"
"Sit","Sat","Vowel Place/Fronting","/ɪ/","/æ/","Medial"
"Fix","Fax","Vowel Place/Fronting","/ɪ/","/æ/","Medial"
"Hit","Hat","Vowel Place/Fronting","/ɪ/","/æ/","Medial"
"Slick","Slack","Vowel Place/Fronting","/ɪ/","/æ/","Medial"
"Bit","Bat","Vowel Place/Fronting","/ɪ/","/æ/","Medial"
"Quit","Quat","Vowel Place/Fronting","/ɪ/","/æ/","Medial"
"Bin","Ben","Vowel Height","/ɪ/","/ɛ/","Medial"
"Win","When","Vowel Height","/ɪ/","/ɛ/","Medial"
"Sought","Sat","Vowel Place/Fronting","/ɔː/","/æ/","Medial"
"Caught","Cat","Vowel Place/Fronting","/ɔː/","/æ/","Medial"
"Pawn","Pan","Vowel Place/Fronting","/ɔː/","/æ/","Medial"
"Dawn","Dan","Vowel Place/Fronting","/ɔː/","/æ/","Medial"
"Raw","Rah","Vowel Place/Fronting","/ɔː/","/ɑ/","Medial"
"Bored","Bard","Vowel Place/Fronting","/ɔː/","/ɑ/","Medial"
"Cord","Card","Vowel Place/Fronting","/ɔː/","/ɑ/","Medial"
"Fork","Park","Vowel Place/Fronting","/ɔː/","/ɑ/","Medial"
"Short","Shot","Vowel Place/Fronting","/ɔː/","/ɑ/","Medial"
"Sport","Spot","Vowel Place/Fronting","/ɔː/","/ɑ/","Medial"
"Worn","Warn","Vowel Place/Fronting","/ɔː/","/ɑ/","Medial"
"Yard","Lord","Vowel Place/Fronting","/ɑ/","/ɔː/","Medial"
"Hard","Hoard","Vowel Place/Fronting","/ɑ/","/ɔː/","Medial"
"Guard","Gourd","Vowel Place/Fronting","/ɑ/","/ɔː/","Medial"
"Part","Port","Vowel Place/Fronting","/ɑ/","/ɔː/","Medial"
"Star","Store","Vowel Place/Fronting","/ɑ/","/ɔː/","Medial"
"Tar","Tore","Vowel Place/Fronting","/ɑ/","/ɔː/","Medial"
"Far","Four","Vowel Place/Fronting","/ɑ/","/ɔː/","Medial"
"Bar","Bore","Vowel Place/Fronting","/ɑ/","/ɔː/","Medial"
"Car","Core","Vowel Place/Fronting","/ɑ/","/ɔː/","Medial"
"Mar","More","Vowel Place/Fronting","/ɑ/","/ɔː/","Medial"
"Par","Pore","Vowel Place/Fronting","/ɑ/","/ɔː/","Medial"
"Spar","Spore","Vowel Place/Fronting","/ɑ/","/ɔː/","Medial"
"Lop","Loop","Vowel Height","/ɑ/","/uː/","Medial"
"Mop","Mope","Vowel Height","/ɑ/","/oʊ/","Medial"
"Hop","Hope","Vowel Height","/ɑ/","/oʊ/","Medial"
"Rod","Road","Vowel Height","/ɑ/","/oʊ/","Medial"
"Got","Goat","Vowel Height","/ɑ/","/oʊ/","Medial"
"Cod","Code","Vowel Height","/ɑ/","/oʊ/","Medial"
"Rob","Robe","Vowel Height","/ɑ/","/oʊ/","Medial"
"Snob","Snub","Vowel Place/Fronting","/ɑ/","/ʌ/","Medial"
"Blob","Blub","Vowel Place/Fronting","/ɑ/","/ʌ/","Medial"
"Clod","Cloud","Vowel Place/Fronting","/ɑ/","/aʊ/","Medial"
"Sod","Sad","Vowel Place/Fronting","/ɑ/","/æ/","Medial"
"Jot","Jut","Vowel Place/Fronting","/ɑ/","/ʌ/","Medial"
"Jog","Jug","Vowel Place/Fronting","/ɑ/","/ʌ/","Medial"
"Dune","Dean","Vowel Place/Fronting","/uː/","/iː/","Medial"
"Bait","Boat","Vowel Place/Fronting","/eɪ/","/oʊ/","Medial"
"Hale","Hole","Vowel Place/Fronting","/eɪ/","/oʊ/","Medial"
"Lace","Lose","Vowel Place/Fronting","/eɪ/","/uː/","Medial"
"Late","Loot","Vowel Place/Fronting","/eɪ/","/uː/","Medial"
"Main","Moon","Vowel Place/Fronting","/eɪ/","/uː/","Medial"
"Sale","Soul","Vowel Place/Fronting","/eɪ/","/oʊ/","Medial"
"Tape","Tope","Vowel Place/Fronting","/eɪ/","/oʊ/","Medial"
"Wake","Woke","Vowel Place/Fronting","/eɪ/","/oʊ/","Medial"
"Stray","Straw","Vowel Place/Fronting","/eɪ/","/ɔː/","Medial"
"Play","Ploy","Vowel Place/Fronting","/eɪ/","/ɔɪ/","Medial"
"Bay","Boy","Vowel Place/Fronting","/eɪ/","/ɔɪ/","Medial"
"Way","Why","Vowel Place/Fronting","/eɪ/","/aɪ/","Medial"
"Weigh","Why","Vowel Place/Fronting","/eɪ/","/aɪ/","Medial"
"Say","Sigh","Vowel Place/Fronting","/eɪ/","/aɪ/","Medial"
"Pay","Pie","Vowel Place/Fronting","/eɪ/","/aɪ/","Medial"
"Day","Die","Vowel Place/Fronting","/eɪ/","/aɪ/","Medial"
"May","My","Vowel Place/Fronting","/eɪ/","/aɪ/","Medial"
"Lay","Lie","Vowel Place/Fronting","/eɪ/","/aɪ/","Medial"
"Fay","Fie","Vowel Place/Fronting","/eɪ/","/aɪ/","Medial"
"Gay","Guy","Vowel Place/Fronting","/eɪ/","/aɪ/","Medial"
"Hay","Hi","Vowel Place/Fronting","/eɪ/","/aɪ/","Medial"
"Nay","Nigh","Vowel Place/Fronting","/eɪ/","/aɪ/","Medial"
"Ray","Rye","Vowel Place/Fronting","/eɪ/","/aɪ/","Medial"
"Shay","Shy","Vowel Place/Fronting","/eɪ/","/aɪ/","Medial"
"Slay","Sly","Vowel Place/Fronting","/eɪ/","/aɪ/","Medial"
"Stay","Sty","Vowel Place/Fronting","/eɪ/","/aɪ/","Medial"
"Tray","Try","Vowel Place/Fronting","/eɪ/","/aɪ/","Medial"
"Lest","Nest","Final Consonant Discrimination","/l/","/n/","Final"
"Bake","Bait","Final Consonant Discrimination","/k/","/t/","Final"
"Sake","Sate","Final Consonant Discrimination","/k/","/t/","Final"
"Leak","Leap","Final Consonant Discrimination","/k/","/p/","Final"
"Luck","Lunch","Final Consonant Discrimination","/k/","/tʃ/","Final"
"Poke","Poach","Final Consonant Discrimination","/k/","/tʃ/","Final"
"Rick","Rich","Final Consonant Discrimination","/k/","/tʃ/","Final"
"Muck","Much","Final Consonant Discrimination","/k/","/tʃ/","Final"
"Pack","Patch","Final Consonant Discrimination","/k/","/tʃ/","Final"
"Hike","Hive","Final Consonant Discrimination","/k/","/v/","Final"
"Mice","Mice","Consonant Voicing","/s/","/z/","Final"
"Dice","Dies","Consonant Voicing","/s/","/z/","Final"
"Fleece","Fleas","Consonant Voicing","/s/","/z/","Final"
"Trice","Tries","Consonant Voicing","/s/","/z/","Final"
"Dunce","Duns","Consonant Voicing","/s/","/z/","Final"
"Tense","Tens","Consonant Voicing","/s/","/z/","Final"
"Hence","Hens","Consonant Voicing","/s/","/z/","Final"
"Pence","Pens","Consonant Voicing","/s/","/z/","Final"
"Wince","Wins","Consonant Voicing","/s/","/z/","Final"
"Fence","Fens","Consonant Voicing","/s/","/z/","Final"
"Sense","Sends","Consonant Voicing","/s/","/z/","Final"
"Lice","Lies","Consonant Voicing","/s/","/z/","Final"
"Brace","Braze","Consonant Voicing","/s/","/z/","Final"
"Cease","Seize","Consonant Voicing","/s/","/z/","Final"
"Chose","Shows","Consonant Voicing","/z/","/s/","Final"
"Cot","Cod","Consonant Voicing","/t/","/d/","Final"
"Loot","Lude","Consonant Voicing","/t/","/d/","Final"
"Mat","Mad","Consonant Voicing","/t/","/d/","Final"
"Root","Rude","Consonant Voicing","/t/","/d/","Final"
"Sheet","She'd","Consonant Voicing","/t/","/d/","Final"
"Sit","Sid","Consonant Voicing","/t/","/d/","Final"
"Meet","Mead","Consonant Voicing","/t/","/d/","Final"
"Net","Ned","Consonant Voicing","/t/","/d/","Final"
"Not","Nod","Consonant Voicing","/t/","/d/","Final"
"Oat","Owed","Consonant Voicing","/t/","/d/","Final"
"Pet","Ped","Consonant Voicing","/t/","/d/","Final"
"Pit","Pid","Consonant Voicing","/t/","/d/","Final"
"Pot","Pod","Consonant Voicing","/t/","/d/","Final"
"Route","Rowed","Consonant Voicing","/t/","/d/","Final"
"Shut","Shud","Consonant Voicing","/t/","/d/","Final"
"Sight","Sighed","Consonant Voicing","/t/","/d/","Final"
"Soot","Sued","Consonant Voicing","/t/","/d/","Final"
"Spit","Spud","Consonant Voicing","/t/","/d/","Final"
"Suit","Sued","Consonant Voicing","/t/","/d/","Final"
"Tight","Tied","Consonant Voicing","/t/","/d/","Final"
"White","Wide","Consonant Voicing","/t/","/d/","Final"
"Wit","Wid","Consonant Voicing","/t/","/d/","Final"
"Beat","Bead","Consonant Voicing","/t/","/d/","Final"
"Debt","Dead","Consonant Voicing","/t/","/d/","Final"
"Fat","Fad","Consonant Voicing","/t/","/d/","Final"
"Gait","Gade","Consonant Voicing","/t/","/d/","Final"
"Goat","Goad","Consonant Voicing","/t/","/d/","Final"
"Great","Grade","Consonant Voicing","/t/","/d/","Final"
"Grit","Grid","Consonant Voicing","/t/","/d/","Final"
"Heat","Heed","Consonant Voicing","/t/","/d/","Final"
"Height","Hide","Consonant Voicing","/t/","/d/","Final"
"Hit","Hid","Consonant Voicing","/t/","/d/","Final"
"Hoot","Hood","Consonant Voicing","/t/","/d/","Final"
"Hut","Hud","Consonant Voicing","/t/","/d/","Final"
"Kit","Kid","Consonant Voicing","/t/","/d/","Final"
"Light","Lied","Consonant Voicing","/t/","/d/","Final"
"Lit","Lid","Consonant Voicing","/t/","/d/","Final"
"Moat","Mode","Consonant Voicing","/t/","/d/","Final"
"Mutt","Mud","Consonant Voicing","/t/","/d/","Final"
